title,description,category,brand,condition,price,seller_account_age_days,seller_review_count,seller_rating_average,prior_flagged_listings,active_listing_count,duplicate_photo,urgent_language,off_platform_contact,prohibited_language,brand_mismatch,label,source
Logitech gaming excellent near Mohammadpur,"final price today sale. direct call only, pay deposit first before inspection.",gaming,Logitech,excellent,12450,1,0,1.5,1,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Apple accessories excellent near Uttara,"no inspection sale. direct call only, pay deposit first before inspection.",accessories,Apple,excellent,1200,6,1,1.8,2,4,0,1,1,0,0,fraud,synthetic_showcase_generator
Google phone good near Badda,"urgent sale. outside app only, pay deposit first before inspection.",phone,Google,good,11650,5,1,0.3,0,9,0,1,1,0,0,fraud,synthetic_showcase_generator
HP laptop good near Wari,"advance sale. WhatsApp only, pay deposit first before inspection.",laptop,HP,good,11250,4,0,1.1,0,12,0,1,1,0,0,fraud,synthetic_showcase_generator
Canon camera good near Dhanmondi,"no inspection sale. direct call only, pay deposit first before inspection.",camera,Canon,good,7350,3,1,3.7,3,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Hatil furniture good near Banani,"no inspection sale. outside app only, pay deposit first before inspection.",furniture,Hatil,good,2050,1,0,0.2,3,11,0,1,1,0,0,fraud,synthetic_showcase_generator
Phoenix bicycle good near Gulshan,"no inspection sale. outside app only, pay deposit first before inspection.",bicycle,Phoenix,good,4150,3,1,1.2,1,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Walton appliance good near Mirpur,"bkash only sale. IMO only, pay deposit first before inspection.",appliance,Walton,good,8150,1,0,2.1,2,11,0,1,1,0,0,fraud,synthetic_showcase_generator
Aarong fashion good near Mohammadpur,Same photo repost. token money pickup near Mohammadpur.,fashion,Aarong,good,1400,1,0,1.0,4,6,1,1,0,0,0,duplicate,synthetic_showcase_generator
OReilly books good near Uttara,Same photo repost. inbox fast pickup near Uttara.,books,OReilly,good,350,1,0,3.4,2,4,1,1,0,0,0,duplicate,synthetic_showcase_generator
Microsoft gaming good near Badda,Same photo repost. advance pickup near Badda.,gaming,Microsoft,good,5250,5,0,0.3,3,8,1,1,0,0,0,duplicate,synthetic_showcase_generator
Generic accessories good near Wari,Same photo repost. token money pickup near Wari.,accessories,Generic,good,2400,6,0,2.6,4,10,1,1,0,0,0,duplicate,synthetic_showcase_generator
Apple phone fair near Dhanmondi,Same photo repost. bkash only pickup near Dhanmondi.,phone,Apple,fair,12350,1,1,0.2,0,8,1,1,0,0,0,duplicate,synthetic_showcase_generator
Apple laptop fair near Banani,Same photo repost. final price today pickup near Banani.,laptop,Apple,fair,9350,5,1,0.0,2,5,1,1,0,0,0,duplicate,synthetic_showcase_generator
Fujifilm camera fair near Gulshan,Same photo repost. final price today pickup near Gulshan.,camera,Fujifilm,fair,5800,6,1,2.1,0,12,1,1,0,0,0,duplicate,synthetic_showcase_generator
Hatil furniture fair near Mirpur,Same photo repost. no inspection pickup near Mirpur.,furniture,Hatil,fair,1150,6,0,1.8,2,12,1,1,0,0,0,duplicate,synthetic_showcase_generator
Giant bicycle fair near Mohammadpur,Same photo repost. advance pickup near Mohammadpur.,bicycle,Giant,fair,4400,4,1,2.7,3,3,1,1,0,0,0,duplicate,synthetic_showcase_generator
bank account service near Uttara,passport available. WhatsApp for direct deal.,appliance,Walton,fair,3850,0,0,2.0,3,12,0,0,1,1,0,prohibited,synthetic_showcase_generator
driving license service near Badda,NID card available. direct call for direct deal.,fashion,Generic,fair,3900,3,1,2.3,4,12,0,0,1,1,0,prohibited,synthetic_showcase_generator
bank account service near Wari,NID card available. WhatsApp for direct deal.,books,OReilly,fair,5550,3,1,2.4,2,3,0,0,1,1,0,prohibited,synthetic_showcase_generator
sim card service near Dhanmondi,driving license available. Telegram for direct deal.,gaming,Microsoft,fair,6650,3,0,1.9,1,5,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Banani,bank account available. direct call for direct deal.,accessories,Anker,fair,1900,3,0,2.1,3,11,0,0,1,1,0,prohibited,synthetic_showcase_generator
bank account service near Gulshan,sim card available. WhatsApp for direct deal.,phone,Samsung,poor,2500,0,1,0.7,1,12,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Mirpur,passport available. WhatsApp for direct deal.,laptop,Dell,poor,6250,5,0,2.2,0,9,0,0,1,1,0,prohibited,synthetic_showcase_generator
Fujifilm Aarong mixed listing,Brand field and title do not match. no inspection.,camera,Fujifilm,poor,8600,1,1,2.0,0,10,0,0,0,0,1,spam,synthetic_showcase_generator
Hatil Microsoft mixed listing,Brand field and title do not match. bkash only.,furniture,Hatil,poor,4000,2,1,1.7,1,9,0,0,0,0,1,spam,synthetic_showcase_generator
Trek Anker mixed listing,Brand field and title do not match. advance.,bicycle,Trek,poor,6100,0,0,1.3,3,10,0,0,0,0,1,spam,synthetic_showcase_generator
Samsung Generic mixed listing,Brand field and title do not match. urgent.,appliance,Samsung,poor,5650,6,0,1.5,0,5,0,0,0,0,1,spam,synthetic_showcase_generator
Sailor Singer mixed listing,Brand field and title do not match. advance.,fashion,Sailor,poor,500,2,1,1.6,1,10,0,0,0,0,1,spam,synthetic_showcase_generator
OReilly Yellow mixed listing,Brand field and title do not match. urgent.,books,OReilly,poor,550,1,1,2.6,3,12,0,0,0,0,1,spam,synthetic_showcase_generator
Sony Walton mixed listing,Brand field and title do not match. urgent.,gaming,Sony,poor,5600,4,0,2.9,1,10,0,0,0,0,1,spam,synthetic_showcase_generator
Baseus LG mixed listing,Brand field and title do not match. token money.,accessories,Baseus,poor,2150,4,0,2.9,4,3,0,0,0,0,1,spam,synthetic_showcase_generator
Apple phone new near Mohammadpur,new Apple phone available near Mohammadpur. Inspection welcome before purchase.,phone,Apple,new,61550,444,34,4.1,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Dell laptop new near Uttara,new Dell laptop available near Uttara. Inspection welcome before purchase.,laptop,Dell,new,76050,25,29,4.9,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Sony camera new near Badda,new Sony camera available near Badda. Inspection welcome before purchase.,camera,Sony,new,54100,510,11,4.7,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Regal furniture new near Wari,new Regal furniture available near Wari. Inspection welcome before purchase.,furniture,Regal,new,13600,490,10,4.3,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Trek bicycle new near Dhanmondi,new Trek bicycle available near Dhanmondi. Inspection welcome before purchase.,bicycle,Trek,new,24350,153,10,4.6,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Singer appliance new near Banani,new Singer appliance available near Banani. Inspection welcome before purchase.,appliance,Singer,new,26200,49,20,4.2,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Yellow fashion new near Gulshan,new Yellow fashion available near Gulshan. Inspection welcome before purchase.,fashion,Yellow,new,4850,51,16,4.7,1,8,0,0,0,0,0,clean,synthetic_showcase_generator
Pearson books new near Mirpur,new Pearson books available near Mirpur. Inspection welcome before purchase.,books,Pearson,new,2150,344,4,4.8,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Nintendo gaming new near Mohammadpur,new Nintendo gaming available near Mohammadpur. Inspection welcome before purchase.,gaming,Nintendo,new,25550,894,11,4.5,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Anker accessories new near Uttara,new Anker accessories available near Uttara. Inspection welcome before purchase.,accessories,Anker,new,7700,218,22,4.3,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung phone excellent near Badda,excellent Samsung phone available near Badda. Inspection welcome before purchase.,phone,Samsung,excellent,51000,313,22,4.4,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Dell laptop excellent near Wari,excellent Dell laptop available near Wari. Inspection welcome before purchase.,laptop,Dell,excellent,65400,436,3,4.6,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Nikon camera excellent near Dhanmondi,excellent Nikon camera available near Dhanmondi. Inspection welcome before purchase.,camera,Nikon,excellent,40150,789,32,5.0,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Otobi furniture excellent near Banani,excellent Otobi furniture available near Banani. Inspection welcome before purchase.,furniture,Otobi,excellent,12150,319,24,4.1,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Giant bicycle excellent near Gulshan,excellent Giant bicycle available near Gulshan. Inspection welcome before purchase.,bicycle,Giant,excellent,16600,86,18,4.2,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
LG appliance excellent near Mirpur,excellent LG appliance available near Mirpur. Inspection welcome before purchase.,appliance,LG,excellent,16550,446,9,4.7,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Yellow fashion excellent near Mohammadpur,excellent Yellow fashion available near Mohammadpur. Inspection welcome before purchase.,fashion,Yellow,excellent,3600,625,30,4.6,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
OReilly books excellent near Uttara,excellent OReilly books available near Uttara. Inspection welcome before purchase. Original receipt available.,books,OReilly,excellent,1450,719,1,4.6,1,8,0,0,0,0,0,clean,synthetic_showcase_generator
Nintendo gaming excellent near Badda,excellent Nintendo gaming available near Badda. Inspection welcome before purchase. Original receipt available.,gaming,Nintendo,excellent,27750,224,20,5.0,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Generic accessories excellent near Wari,excellent Generic accessories available near Wari. Inspection welcome before purchase.,accessories,Generic,excellent,4800,154,25,4.6,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Google phone good near Dhanmondi,good Google phone available near Dhanmondi. Inspection welcome before purchase.,phone,Google,good,26400,200,13,4.1,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
HP laptop good near Banani,good HP laptop available near Banani. Inspection welcome before purchase.,laptop,HP,good,50150,816,20,4.1,1,4,0,0,0,0,0,clean,synthetic_showcase_generator
Canon camera good near Gulshan,good Canon camera available near Gulshan. Inspection welcome before purchase.,camera,Canon,good,36350,565,11,4.7,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Hatil furniture good near Mirpur,good Hatil furniture available near Mirpur. Inspection welcome before purchase.,furniture,Hatil,good,7700,872,25,4.1,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Phoenix bicycle good near Mohammadpur,good Phoenix bicycle available near Mohammadpur. Inspection welcome before purchase. Original receipt available.,bicycle,Phoenix,good,11550,75,9,4.6,1,5,0,0,0,0,0,clean,synthetic_showcase_generator
Walton appliance good near Uttara,good Walton appliance available near Uttara. Inspection welcome before purchase.,appliance,Walton,good,15800,90,32,4.8,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion good near Badda,good Generic fashion available near Badda. Inspection welcome before purchase.,fashion,Generic,good,2650,624,5,4.6,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
OReilly books good near Wari,good OReilly books available near Wari. Inspection welcome before purchase.,books,OReilly,good,950,366,6,5.0,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Microsoft gaming good near Dhanmondi,good Microsoft gaming available near Dhanmondi. Inspection welcome before purchase.,gaming,Microsoft,good,17500,262,11,4.6,1,7,0,0,0,0,0,clean,synthetic_showcase_generator
Anker accessories good near Banani,good Anker accessories available near Banani. Inspection welcome before purchase.,accessories,Anker,good,3900,340,29,5.0,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
OnePlus phone fair near Gulshan,fair OnePlus phone available near Gulshan. Inspection welcome before purchase.,phone,OnePlus,fair,26850,260,1,4.7,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Lenovo laptop fair near Mirpur,fair Lenovo laptop available near Mirpur. Inspection welcome before purchase.,laptop,Lenovo,fair,40450,700,25,4.5,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Sony camera fair near Mohammadpur,fair Sony camera available near Mohammadpur. Inspection welcome before purchase.,camera,Sony,fair,20900,346,15,4.5,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Regal furniture fair near Uttara,fair Regal furniture available near Uttara. Inspection welcome before purchase.,furniture,Regal,fair,5200,432,8,4.1,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Giant bicycle fair near Badda,fair Giant bicycle available near Badda. Inspection welcome before purchase.,bicycle,Giant,fair,8350,882,17,4.6,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Walton appliance fair near Wari,fair Walton appliance available near Wari. Inspection welcome before purchase.,appliance,Walton,fair,8900,628,34,4.9,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion fair near Dhanmondi,fair Generic fashion available near Dhanmondi. Inspection welcome before purchase.,fashion,Generic,fair,1800,523,9,4.2,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Pearson books fair near Banani,fair Pearson books available near Banani. Inspection welcome before purchase.,books,Pearson,fair,700,168,27,4.8,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Logitech gaming fair near Gulshan,fair Logitech gaming available near Gulshan. Inspection welcome before purchase.,gaming,Logitech,fair,11350,22,11,4.4,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Baseus accessories fair near Mirpur,fair Baseus accessories available near Mirpur. Inspection welcome before purchase.,accessories,Baseus,fair,2700,428,19,4.2,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
OnePlus phone poor near Mohammadpur,poor OnePlus phone available near Mohammadpur. Inspection welcome before purchase.,phone,OnePlus,poor,14100,833,1,4.5,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Apple laptop poor near Uttara,poor Apple laptop available near Uttara. Inspection welcome before purchase. Original receipt available.,laptop,Apple,poor,15300,247,32,4.5,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Fujifilm camera poor near Badda,poor Fujifilm camera available near Badda. Inspection welcome before purchase.,camera,Fujifilm,poor,9650,537,4,4.2,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Local furniture poor near Wari,poor Local furniture available near Wari. Inspection welcome before purchase.,furniture,Local,poor,3800,43,34,4.1,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Trek bicycle poor near Dhanmondi,poor Trek bicycle available near Dhanmondi. Inspection welcome before purchase.,bicycle,Trek,poor,5750,228,16,4.6,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
LG appliance poor near Banani,poor LG appliance available near Banani. Inspection welcome before purchase.,appliance,LG,poor,5150,699,30,4.7,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Yellow fashion poor near Gulshan,poor Yellow fashion available near Gulshan. Inspection welcome before purchase. Original receipt available.,fashion,Yellow,poor,1200,279,30,4.8,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Nilkhet books poor near Mirpur,poor Nilkhet books available near Mirpur. Inspection welcome before purchase.,books,Nilkhet,poor,500,299,3,4.1,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Logitech gaming poor near Mohammadpur,poor Logitech gaming available near Mohammadpur. Inspection welcome before purchase.,gaming,Logitech,poor,6450,598,21,4.6,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Baseus accessories poor near Uttara,poor Baseus accessories available near Uttara. Inspection welcome before purchase.,accessories,Baseus,poor,1450,43,7,4.6,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Xiaomi phone new near Badda,new Xiaomi phone available near Badda. Inspection welcome before purchase.,phone,Xiaomi,new,41750,166,4,4.1,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Dell laptop new near Wari,new Dell laptop available near Wari. Inspection welcome before purchase.,laptop,Dell,new,89500,127,20,4.3,1,5,0,0,0,0,0,clean,synthetic_showcase_generator
Canon camera new near Dhanmondi,new Canon camera available near Dhanmondi. Inspection welcome before purchase.,camera,Canon,new,39700,596,14,4.6,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Regal furniture new near Banani,new Regal furniture available near Banani. Inspection welcome before purchase.,furniture,Regal,new,12350,451,30,4.6,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Duranta bicycle new near Gulshan,new Duranta bicycle available near Gulshan. Inspection welcome before purchase.,bicycle,Duranta,new,20450,547,19,4.0,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Walton appliance new near Mirpur,new Walton appliance available near Mirpur. Inspection welcome before purchase.,appliance,Walton,new,20650,684,12,4.5,1,4,0,0,0,0,0,clean,synthetic_showcase_generator
Sailor fashion new near Mohammadpur,"token money sale. WhatsApp only, pay deposit first before inspection.",fashion,Sailor,new,1300,4,1,1.0,0,10,0,1,1,0,0,fraud,synthetic_showcase_generator
Nilkhet books new near Uttara,"bkash only sale. direct call only, pay deposit first before inspection.",books,Nilkhet,new,950,0,0,2.2,2,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Logitech gaming new near Badda,"advance sale. direct call only, pay deposit first before inspection.",gaming,Logitech,new,9200,2,1,1.2,2,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Apple accessories new near Wari,"bkash only sale. outside app only, pay deposit first before inspection.",accessories,Apple,new,1600,3,1,0.6,2,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Xiaomi phone excellent near Dhanmondi,"no inspection sale. direct call only, pay deposit first before inspection.",phone,Xiaomi,excellent,13050,4,1,1.0,4,10,0,1,1,0,0,fraud,synthetic_showcase_generator
Asus laptop excellent near Banani,"urgent sale. IMO only, pay deposit first before inspection.",laptop,Asus,excellent,29350,5,1,1.1,4,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Canon camera excellent near Gulshan,"final price today sale. outside app only, pay deposit first before inspection.",camera,Canon,excellent,16050,5,0,3.4,4,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Regal furniture excellent near Mirpur,"final price today sale. Telegram only, pay deposit first before inspection.",furniture,Regal,excellent,4550,0,1,0.6,0,3,0,1,1,0,0,fraud,synthetic_showcase_generator
Phoenix bicycle excellent near Mohammadpur,"token money sale. IMO only, pay deposit first before inspection.",bicycle,Phoenix,excellent,6550,6,0,2.0,2,12,0,1,1,0,0,fraud,synthetic_showcase_generator
Samsung appliance excellent near Uttara,"urgent sale. Telegram only, pay deposit first before inspection.",appliance,Samsung,excellent,7000,4,0,2.2,2,3,0,1,1,0,0,fraud,synthetic_showcase_generator
Yellow fashion excellent near Badda,"advance sale. IMO only, pay deposit first before inspection.",fashion,Yellow,excellent,800,0,1,0.2,2,12,0,1,1,0,0,fraud,synthetic_showcase_generator
Pearson books excellent near Wari,"advance sale. direct call only, pay deposit first before inspection.",books,Pearson,excellent,500,4,1,2.4,2,9,0,1,1,0,0,fraud,synthetic_showcase_generator
Nintendo gaming excellent near Dhanmondi,"bkash only sale. direct call only, pay deposit first before inspection.",gaming,Nintendo,excellent,8800,0,0,1.2,1,12,0,1,1,0,0,fraud,synthetic_showcase_generator
Anker accessories excellent near Banani,"inbox fast sale. outside app only, pay deposit first before inspection.",accessories,Anker,excellent,1200,1,0,2.3,2,11,0,1,1,0,0,fraud,synthetic_showcase_generator
Xiaomi phone good near Gulshan,"advance sale. direct call only, pay deposit first before inspection.",phone,Xiaomi,good,15000,3,0,1.5,3,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Apple laptop good near Mirpur,"inbox fast sale. WhatsApp only, pay deposit first before inspection.",laptop,Apple,good,27600,5,1,2.2,4,6,0,1,1,0,0,fraud,synthetic_showcase_generator
Sony camera good near Mohammadpur,"no inspection sale. outside app only, pay deposit first before inspection.",camera,Sony,good,13300,3,0,0.6,3,4,0,1,1,0,0,fraud,synthetic_showcase_generator
Regal furniture good near Uttara,"bkash only sale. direct call only, pay deposit first before inspection.",furniture,Regal,good,1250,4,1,3.7,2,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Trek bicycle good near Badda,"final price today sale. Telegram only, pay deposit first before inspection.",bicycle,Trek,good,2700,0,1,2.4,0,8,0,1,1,0,0,fraud,synthetic_showcase_generator
LG appliance good near Wari,"no inspection sale. WhatsApp only, pay deposit first before inspection.",appliance,LG,good,5750,4,0,1.3,2,6,0,1,1,0,0,fraud,synthetic_showcase_generator
Generic fashion good near Dhanmondi,Same photo repost. final price today pickup near Dhanmondi.,fashion,Generic,good,800,6,0,2.7,2,3,1,1,0,0,0,duplicate,synthetic_showcase_generator
Cambridge books good near Banani,Same photo repost. urgent pickup near Banani.,books,Cambridge,good,400,0,1,1.9,4,10,1,1,0,0,0,duplicate,synthetic_showcase_generator
Microsoft gaming good near Gulshan,Same photo repost. bkash only pickup near Gulshan.,gaming,Microsoft,good,8700,3,1,2.6,0,7,1,1,0,0,0,duplicate,synthetic_showcase_generator
Anker accessories good near Mirpur,Same photo repost. bkash only pickup near Mirpur.,accessories,Anker,good,950,4,0,0.7,1,7,1,1,0,0,0,duplicate,synthetic_showcase_generator
Google phone fair near Mohammadpur,Same photo repost. urgent pickup near Mohammadpur.,phone,Google,fair,12200,2,0,2.3,2,11,1,1,0,0,0,duplicate,synthetic_showcase_generator
HP laptop fair near Uttara,Same photo repost. urgent pickup near Uttara.,laptop,HP,fair,7150,0,1,2.1,1,3,1,1,0,0,0,duplicate,synthetic_showcase_generator
Canon camera fair near Badda,Same photo repost. final price today pickup near Badda.,camera,Canon,fair,8100,1,1,0.4,1,12,1,1,0,0,0,duplicate,synthetic_showcase_generator
Regal furniture fair near Wari,Same photo repost. final price today pickup near Wari.,furniture,Regal,fair,2200,0,0,1.4,2,12,1,1,0,0,0,duplicate,synthetic_showcase_generator
Giant bicycle fair near Dhanmondi,Same photo repost. inbox fast pickup near Dhanmondi.,bicycle,Giant,fair,3700,3,1,0.2,3,5,1,1,0,0,0,duplicate,synthetic_showcase_generator
sim card service near Banani,driving license available. IMO for direct deal.,appliance,Walton,fair,3500,0,1,3.2,2,7,0,0,1,1,0,prohibited,synthetic_showcase_generator
driving license service near Gulshan,driving license available. IMO for direct deal.,fashion,Sailor,fair,1850,3,1,0.5,2,10,0,0,1,1,0,prohibited,synthetic_showcase_generator
passport service near Mirpur,sim card available. direct call for direct deal.,books,Pearson,fair,3450,3,1,3.1,4,9,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Mohammadpur,sim card available. IMO for direct deal.,gaming,Nintendo,fair,7000,6,1,0.1,4,4,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Uttara,bank account available. direct call for direct deal.,accessories,Anker,fair,4350,4,1,1.2,4,5,0,0,1,1,0,prohibited,synthetic_showcase_generator
sim card service near Badda,driving license available. direct call for direct deal.,phone,Apple,poor,3650,4,0,0.7,1,9,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Wari,bank account available. direct call for direct deal.,laptop,Apple,poor,3400,0,0,0.0,4,11,0,0,1,1,0,prohibited,synthetic_showcase_generator
Nikon Regal mixed listing,Brand field and title do not match. final price today.,camera,Nikon,poor,14850,6,1,1.5,3,12,0,0,0,0,1,spam,synthetic_showcase_generator
Hatil Canon mixed listing,Brand field and title do not match. token money.,furniture,Hatil,poor,1700,0,0,3.6,3,9,0,0,0,0,1,spam,synthetic_showcase_generator
Duranta Logitech mixed listing,Brand field and title do not match. no inspection.,bicycle,Duranta,poor,6900,0,0,0.7,1,3,0,0,0,0,1,spam,synthetic_showcase_generator
Walton Logitech mixed listing,Brand field and title do not match. advance.,appliance,Walton,poor,7200,4,1,1.5,1,11,0,0,0,0,1,spam,synthetic_showcase_generator
Aarong Otobi mixed listing,Brand field and title do not match. no inspection.,fashion,Aarong,poor,1150,1,1,3.0,0,11,0,0,0,0,1,spam,synthetic_showcase_generator
Nilkhet Fujifilm mixed listing,Brand field and title do not match. urgent.,books,Nilkhet,poor,450,4,1,2.2,2,10,0,0,0,0,1,spam,synthetic_showcase_generator
Sony Singer mixed listing,Brand field and title do not match. no inspection.,gaming,Sony,poor,7550,5,0,2.4,2,3,0,0,0,0,1,spam,synthetic_showcase_generator
Anker Sony mixed listing,Brand field and title do not match. token money.,accessories,Anker,poor,2200,0,0,3.4,2,11,0,0,0,0,1,spam,synthetic_showcase_generator
Samsung phone new near Dhanmondi,new Samsung phone available near Dhanmondi. Inspection welcome before purchase.,phone,Samsung,new,55950,765,4,5.0,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Dell laptop new near Banani,new Dell laptop available near Banani. Inspection welcome before purchase.,laptop,Dell,new,84450,563,6,4.2,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Nikon camera new near Gulshan,new Nikon camera available near Gulshan. Inspection welcome before purchase.,camera,Nikon,new,37550,76,27,4.4,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Otobi furniture new near Mirpur,new Otobi furniture available near Mirpur. Inspection welcome before purchase.,furniture,Otobi,new,13550,594,14,4.4,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Phoenix bicycle new near Mohammadpur,new Phoenix bicycle available near Mohammadpur. Inspection welcome before purchase.,bicycle,Phoenix,new,22150,546,30,4.2,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
LG appliance new near Uttara,new LG appliance available near Uttara. Inspection welcome before purchase.,appliance,LG,new,20550,734,14,4.1,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Yellow fashion new near Badda,new Yellow fashion available near Badda. Inspection welcome before purchase.,fashion,Yellow,new,4200,309,25,5.0,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Nilkhet books new near Wari,new Nilkhet books available near Wari. Inspection welcome before purchase.,books,Nilkhet,new,1950,27,26,4.9,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Nintendo gaming new near Dhanmondi,new Nintendo gaming available near Dhanmondi. Inspection welcome before purchase.,gaming,Nintendo,new,28200,248,15,4.3,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Apple accessories new near Banani,new Apple accessories available near Banani. Inspection welcome before purchase.,accessories,Apple,new,7700,110,28,4.4,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
OnePlus phone excellent near Gulshan,excellent OnePlus phone available near Gulshan. Inspection welcome before purchase. Original receipt available.,phone,OnePlus,excellent,37700,747,31,4.8,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Lenovo laptop excellent near Mirpur,excellent Lenovo laptop available near Mirpur. Inspection welcome before purchase. Original receipt available.,laptop,Lenovo,excellent,49300,676,10,4.1,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Fujifilm camera excellent near Mohammadpur,excellent Fujifilm camera available near Mohammadpur. Inspection welcome before purchase.,camera,Fujifilm,excellent,34150,808,22,4.6,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Local furniture excellent near Uttara,excellent Local furniture available near Uttara. Inspection welcome before purchase.,furniture,Local,excellent,11300,775,31,4.9,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Phoenix bicycle excellent near Badda,excellent Phoenix bicycle available near Badda. Inspection welcome before purchase.,bicycle,Phoenix,excellent,18050,266,4,4.1,1,7,0,0,0,0,0,clean,synthetic_showcase_generator
Singer appliance excellent near Wari,excellent Singer appliance available near Wari. Inspection welcome before purchase.,appliance,Singer,excellent,23750,449,35,4.3,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion excellent near Dhanmondi,excellent Generic fashion available near Dhanmondi. Inspection welcome before purchase.,fashion,Generic,excellent,2750,416,28,4.0,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Pearson books excellent near Banani,excellent Pearson books available near Banani. Inspection welcome before purchase.,books,Pearson,excellent,1550,275,35,4.8,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Microsoft gaming excellent near Gulshan,excellent Microsoft gaming available near Gulshan. Inspection welcome before purchase.,gaming,Microsoft,excellent,26750,446,12,4.4,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Anker accessories excellent near Mirpur,excellent Anker accessories available near Mirpur. Inspection welcome before purchase.,accessories,Anker,excellent,5350,494,17,4.8,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Google phone good near Mohammadpur,good Google phone available near Mohammadpur. Inspection welcome before purchase.,phone,Google,good,34700,773,33,4.8,1,4,0,0,0,0,0,clean,synthetic_showcase_generator
